Epoch,train_loss,train_acc,val_loss,val_acc
1,2.121170770786607,24.62,1.7355263912677765,35.13
2,1.5977557626221797,40.744,1.4171264135837556,48.54
3,1.3094403935820245,52.486,1.167709729075432,58.23
4,1.1031446273979324,60.818,1.152824231982231,60.53
5,0.9447822281161843,66.646,0.9958981156349183,65.22
6,0.8116508777184255,71.448,0.9441991209983825,68.72
7,0.7091703789923197,75.344,0.7835119950771332,72.5
8,0.6369490157002988,78.194,0.9774117237329483,68.06
9,0.5924952573635999,79.518,0.8573504704236984,71.0
10,0.5553596381793546,80.72,0.6857037103176117,76.76
11,0.5241302834904712,82.022,0.6509590724110603,78.31
12,0.5025964303852042,82.766,0.5262519067525864,82.1
13,0.47874477802944915,83.694,0.5807022818922997,80.12
14,0.4641396248965617,84.172,0.6393762335181237,78.67
15,0.4505606129803621,84.748,0.5812964737415314,80.72
16,0.43507674542229496,85.074,0.5705770874023437,81.1
17,0.4241564158740861,85.504,0.6525765150785446,77.92
18,0.4141839959127519,85.814,0.5275301033258438,82.39
19,0.4055097842841502,86.196,0.4580308902263641,84.67
20,0.39532471979822953,86.462,0.48557159334421157,84.27
21,0.393153675910457,86.576,0.6237891727685928,80.17
22,0.3760842719422582,87.202,0.4874333819746971,83.87
23,0.3763097932424082,87.072,0.7036380407214164,77.4
24,0.3713404277096624,87.422,0.574534105360508,81.42
25,0.36637326709144863,87.6,0.5364514552056789,82.48
26,0.3610124311712392,87.668,0.672753074169159,79.05
27,0.3613295735376875,87.812,0.5890383464097977,80.98
28,0.36032934700284164,87.68,0.44224503949284555,85.35
29,0.3518502668422811,87.97,0.7141919288039208,78.49
30,0.3503618928248925,87.988,0.4981837019324303,83.68
31,0.341508208638262,88.24,0.5772200334072113,81.9
32,0.3409574120245931,88.382,0.5879009780287743,81.62
33,0.3346194342121749,88.622,0.5417560094594955,82.91
34,0.33365427014772847,88.768,0.41070090427994727,85.85
35,0.3352714764797474,88.576,0.5693655595183372,82.3
36,0.32939351153800556,88.73,0.3914335633814335,86.65
37,0.3196471303015414,89.004,0.5080146667361259,84.11
38,0.32320310087764964,88.946,0.46252897039055824,85.58
39,0.32109653221829165,89.04,0.5810119873285293,81.6
40,0.3265639301151266,88.854,0.4912021654844284,84.29
